row_mod,text,conll_03,text,xlmr_output,domain,format,is_match,mention_level,error_type,illegal_flag,comment,repeated issue,,lingering = not fixed by CoNLL++ or ReCoNLL,
33,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
34,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
35,Bitar,B-PER,Bitar,B-ORG,SPORTS,TEXT ARTICLE,No,^,TYPE ERROR,,PER > ORG,,,SPURIOUS,80
36,pulled,O,pulled,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
37,off,O,off,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
38,fine,O,fine,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
39,saves,O,saves,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
40,whenever,O,whenever,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
41,they,O,they,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
42,did,O,did,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
43,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
44,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
45,Japan,B-LOC,Japan,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
46,coach,O,coach,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
47,Shu,B-PER,Shu,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
48,Kamo,I-PER,Kamo,I-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
49,said,O,said,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
50,:,O,:,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
51,\',O,\',O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
52,\',O,\',O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
53,The,O,The,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
54,Syrian,B-MISC,Syrian,B-MISC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
55,own,O,own,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
56,goal,O,goal,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
57,proved,O,proved,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
58,lucky,O,lucky,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
59,for,O,for,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
60,us,O,us,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
61,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
62,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
63,The,O,The,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
64,Syrians,B-MISC,Syrians,B-MISC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
65,scored,O,scored,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
66,early,O,early,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
67,and,O,and,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
68,then,O,then,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
69,played,O,played,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
70,defensively,O,defensively,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
71,and,O,and,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
72,adopted,O,adopted,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
73,long,O,long,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
74,balls,O,balls,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
75,which,O,which,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
76,made,O,made,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
77,it,O,it,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
78,hard,O,hard,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
79,for,O,for,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
80,us,O,us,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
81,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
82,\',O,\',O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
83,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
84,\',O,\',O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
85,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
86,Japan,B-LOC,Japan,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
87,",",O,",",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
88,co-hosts,O,co-hosts,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
89,of,O,of,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
90,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
91,World,B-MISC,World,B-MISC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
92,Cup,I-MISC,Cup,I-MISC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
93,in,O,in,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
94,2002,O,2002,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
95,and,O,and,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
96,ranked,O,ranked,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
97,20th,O,20th,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
98,in,O,in,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
99,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
0,world,O,world,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
1,by,O,by,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
2,FIFA,B-ORG,FIFA,B-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
3,",",O,",",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
4,are,O,are,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
5,favourites,O,favourites,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
6,to,O,to,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
7,regain,O,regain,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
8,their,O,their,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
9,title,O,title,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
10,here,O,here,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
11,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
12,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
13,Hosts,O,Hosts,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
14,UAE,B-LOC,UAE,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
15,play,O,play,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
16,Kuwait,B-LOC,Kuwait,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
17,and,O,and,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
18,South,B-LOC,South,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
19,Korea,I-LOC,Korea,I-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
20,take,O,take,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
21,on,O,on,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
22,Indonesia,B-LOC,Indonesia,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
23,on,O,on,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
24,Saturday,O,Saturday,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
25,in,O,in,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
26,Group,O,Group,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
27,A,O,A,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
28,matches,O,matches,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
29,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
30,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
31,All,O,All,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
32,four,O,four,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
33,teams,O,teams,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
34,are,O,are,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
35,level,O,level,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
36,with,O,with,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
37,one,O,one,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
38,point,O,point,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
39,each,O,each,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
40,from,O,from,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
41,one,O,one,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
42,game,O,game,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
43,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
44,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
45,-DOCSTART-,O,-DOCSTART-,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
46,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
47,RUGBY,B-ORG,RUGBY,B-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
48,UNION,I-ORG,UNION,I-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
49,-,O,-,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
50,CUTTITTA,B-PER,CUTTITTA,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
51,BACK,O,BACK,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
52,FOR,O,FOR,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
53,ITALY,B-LOC,ITALY,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
54,AFTER,O,AFTER,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
55,A,O,A,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
56,YEAR,O,YEAR,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
57,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
58,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
59,ROME,B-LOC,ROME,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
60,1996-12-06,O,1996-12-06,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
61,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
62,Italy,B-LOC,Italy,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
63,recalled,O,recalled,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
64,Marcello,B-PER,Marcello,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
65,Cuttitta,I-PER,Cuttitta,I-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
66,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
67,on,O,on,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
68,Friday,O,Friday,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
69,for,O,for,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
70,their,O,their,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
71,friendly,O,friendly,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
72,against,O,against,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
73,Scotland,B-LOC,Scotland,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
74,at,O,at,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
75,Murrayfield,B-LOC,Murrayfield,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
76,more,O,more,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
77,than,O,than,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
78,a,O,a,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
79,year,O,year,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
80,after,O,after,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
81,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
82,30-year-old,O,30-year-old,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
83,wing,O,wing,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
84,announced,O,announced,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
85,he,O,he,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
86,was,O,was,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
87,retiring,O,retiring,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
88,following,O,following,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
89,differences,O,differences,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
90,over,O,over,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
91,selection,O,selection,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
92,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
93,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
94,Cuttitta,B-PER,Cuttitta,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
95,",",O,",",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
96,who,O,who,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
97,trainer,O,trainer,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
98,George,B-PER,George,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
99,Coste,I-PER,Coste,I-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
0,said,O,said,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
1,was,O,was,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
2,certain,O,certain,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
3,to,O,to,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
4,play,O,play,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
5,on,O,on,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
6,Saturday,O,Saturday,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
7,week,O,week,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
8,",",O,",",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
9,was,O,was,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
10,named,O,named,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
11,in,O,in,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
12,a,O,a,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
13,21-man,O,21-man,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
14,squad,O,squad,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
15,lacking,O,lacking,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
16,only,O,only,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
17,two,O,two,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
18,of,O,of,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
19,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
20,team,O,team,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
21,beaten,O,beaten,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
22,54-21,O,54-21,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
23,by,O,by,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
24,England,B-LOC,England,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
25,at,O,at,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
26,Twickenham,B-LOC,Twickenham,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
27,last,O,last,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
28,month,O,month,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
29,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
30,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
31,Stefano,B-PER,Stefano,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
32,Bordon,I-PER,Bordon,I-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
33,is,O,is,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
34,out,O,out,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
35,through,O,through,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
36,illness,O,illness,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
37,and,O,and,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
38,Coste,B-PER,Coste,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
39,said,O,said,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
40,he,O,he,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
41,had,O,had,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
42,dropped,O,dropped,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
43,back,O,back,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
44,row,O,row,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
45,Corrado,B-PER,Corrado,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
46,Covi,I-PER,Covi,I-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
47,",",O,",",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
48,who,O,who,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
49,had,O,had,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
50,been,O,been,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
51,recalled,O,recalled,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
52,for,O,for,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
53,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
54,England,B-LOC,England,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
55,game,O,game,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
56,after,O,after,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
57,five,O,five,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
58,years,O,years,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
59,out,O,out,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
60,of,O,of,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
61,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
62,national,O,national,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
63,team,O,team,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
64,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
65,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
66,Cuttitta,B-PER,Cuttitta,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
67,announced,O,announced,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
68,his,O,his,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
69,retirement,O,retirement,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
70,after,O,after,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
71,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
72,1995,B-MISC,1995,O,SPORTS,TEXT ARTICLE,No,^,BOUNDARY ERROR,,,,,BOUNDARY ERROR,120
73,World,I-MISC,World,B-MISC,SPORTS,TEXT ARTICLE,No,^,BOUNDARY ERROR,,,,,TYPE ERROR,110
74,Cup,I-MISC,Cup,I-MISC,SPORTS,TEXT ARTICLE,Yes,^,,,,,,CONLL ERROR,300
75,",",O,",",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
76,where,O,where,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
77,he,O,he,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
78,took,O,took,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
79,issue,O,issue,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
80,with,O,with,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
81,being,O,being,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
82,dropped,O,dropped,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
83,from,O,from,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
84,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
85,Italy,B-LOC,Italy,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
86,side,O,side,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
87,that,O,that,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
88,faced,O,faced,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
89,England,B-LOC,England,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
90,in,O,in,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
91,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
92,pool,O,pool,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
93,stages,O,stages,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
94,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
95,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
96,Coste,B-PER,Coste,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
97,said,O,said,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
98,he,O,he,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
99,had,O,had,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
0,approached,O,approached,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
1,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
2,player,O,player,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
3,two,O,two,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
4,months,O,months,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
5,ago,O,ago,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
6,about,O,about,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
7,a,O,a,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
8,comeback,O,comeback,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
9,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
10,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
11,"\""",O,"\""",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
12,He,O,He,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
13,ended,O,ended,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
14,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
15,World,B-MISC,World,B-MISC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
16,Cup,I-MISC,Cup,I-MISC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
17,on,O,on,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
18,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
19,wrong,O,wrong,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
20,note,O,note,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
21,",",O,",",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
22,"\""",O,"\""",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
23,Coste,B-PER,Coste,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
24,said,O,said,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
25,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
26,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
27,"\""",O,"\""",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
28,I,O,I,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
29,thought,O,thought,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
30,it,O,it,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
31,would,O,would,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
32,be,O,be,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
33,useful,O,useful,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
34,to,O,to,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
35,have,O,have,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
36,him,O,him,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
37,back,O,back,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
38,and,O,and,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
39,he,O,he,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
40,said,O,said,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
41,he,O,he,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
42,would,O,would,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
43,be,O,be,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
44,available,O,available,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
45,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
46,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
47,I,O,I,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
48,think,O,think,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
49,now,O,now,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
50,is,O,is,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
51,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
52,right,O,right,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
53,time,O,time,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
54,for,O,for,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
55,him,O,him,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
56,to,O,to,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
57,return,O,return,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
58,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
59,"\""",O,"\""",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
60,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
61,Squad,O,Squad,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
62,:,O,:,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
63,Javier,B-PER,Javier,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
64,Pertile,I-PER,Pertile,I-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
65,",",O,",",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
66,Paolo,B-PER,Paolo,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
67,Vaccari,I-PER,Vaccari,I-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
