row_mod,text,conll#,text,xlmr_outputs,domain,format,is_match,mention_level,error_type,illegal_flag,comment,repeated issue,,,
35,Bitar,B-PER,Bitar,B-ORG,SPORTS,TEXT ARTICLE,No,^,TYPE ERROR,,PER > ORG,,,,
36,pulled,O,pulled,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
37,off,O,off,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
38,fine,O,fine,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
39,saves,O,saves,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
40,whenever,O,whenever,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
41,they,O,they,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
42,did,O,did,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
43,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
44,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
45,Japan,B-LOC,Japan,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
46,coach,O,coach,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
47,Shu,B-PER,Shu,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
48,Kamo,I-PER,Kamo,I-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
49,said,O,said,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
50,:,O,:,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
51,\',O,\',O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
52,\',O,\',O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
53,The,O,The,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
54,Syrian,B-MISC,Syrian,B-MISC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
55,own,O,own,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
56,goal,O,goal,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
57,proved,O,proved,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
58,lucky,O,lucky,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
59,for,O,for,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
60,us,O,us,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
61,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
62,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
63,The,O,The,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
64,Syrians,B-MISC,Syrians,B-MISC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
65,scored,O,scored,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
66,early,O,early,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
67,and,O,and,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
68,then,O,then,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
69,played,O,played,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
70,defensively,O,defensively,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
71,and,O,and,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
72,adopted,O,adopted,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
73,long,O,long,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
74,balls,O,balls,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
75,which,O,which,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
76,made,O,made,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
77,it,O,it,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
78,hard,O,hard,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
79,for,O,for,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
80,us,O,us,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
81,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
82,\',O,\',O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
83,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
84,\',O,\',O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
85,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
86,Japan,B-LOC,Japan,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
87,",",O,",",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
88,co-hosts,O,co-hosts,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
89,of,O,of,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
90,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
91,World,B-MISC,World,B-MISC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
92,Cup,I-MISC,Cup,I-MISC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
93,in,O,in,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
94,2002,O,2002,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
95,and,O,and,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
96,ranked,O,ranked,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
97,20th,O,20th,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
98,in,O,in,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
99,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
0,world,O,world,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
1,by,O,by,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
2,FIFA,B-ORG,FIFA,B-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
3,",",O,",",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
4,are,O,are,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
5,favourites,O,favourites,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
6,to,O,to,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
7,regain,O,regain,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
8,their,O,their,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
9,title,O,title,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
10,here,O,here,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
11,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
12,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
13,Hosts,O,Hosts,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
14,UAE,B-LOC,UAE,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
15,play,O,play,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
16,Kuwait,B-LOC,Kuwait,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
17,and,O,and,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
18,South,B-LOC,South,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
19,Korea,I-LOC,Korea,I-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
20,take,O,take,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
21,on,O,on,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
22,Indonesia,B-LOC,Indonesia,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
23,on,O,on,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
24,Saturday,O,Saturday,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
25,in,O,in,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
26,Group,O,Group,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
27,A,O,A,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
28,matches,O,matches,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
29,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
30,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
31,All,O,All,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
32,four,O,four,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
33,teams,O,teams,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
34,are,O,are,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
35,level,O,level,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
36,with,O,with,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
37,one,O,one,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
38,point,O,point,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
39,each,O,each,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
40,from,O,from,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
41,one,O,one,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
42,game,O,game,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
43,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
44,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
45,-DOCSTART-,O,-DOCSTART-,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
46,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
47,RUGBY,B-ORG,RUGBY,B-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
48,UNION,I-ORG,UNION,I-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
49,-,O,-,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
50,CUTTITTA,B-PER,CUTTITTA,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
51,BACK,O,BACK,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
52,FOR,O,FOR,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
53,ITALY,B-LOC,ITALY,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
54,AFTER,O,AFTER,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
55,A,O,A,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
56,YEAR,O,YEAR,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
57,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
58,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
59,ROME,B-LOC,ROME,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
60,1996-12-06,O,1996-12-06,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
61,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
62,Italy,B-LOC,Italy,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
63,recalled,O,recalled,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
64,Marcello,B-PER,Marcello,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
65,Cuttitta,I-PER,Cuttitta,I-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
66,on,O,on,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
67,Friday,O,Friday,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
68,for,O,for,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
69,their,O,their,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
70,friendly,O,friendly,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
71,against,O,against,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
72,Scotland,B-LOC,Scotland,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
73,at,O,at,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
74,Murrayfield,B-LOC,Murrayfield,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
75,more,O,more,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
76,than,O,than,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
77,a,O,a,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
78,year,O,year,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
79,after,O,after,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
80,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
81,30-year-old,O,30-year-old,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
82,wing,O,wing,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
83,announced,O,announced,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
84,he,O,he,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
85,was,O,was,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
86,retiring,O,retiring,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
87,following,O,following,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
88,differences,O,differences,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
89,over,O,over,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
90,selection,O,selection,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
91,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
92,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
93,Cuttitta,B-PER,Cuttitta,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
94,",",O,",",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
95,who,O,who,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
96,trainer,O,trainer,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
97,George,B-PER,George,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
98,Coste,I-PER,Coste,I-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
99,said,O,said,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
0,was,O,was,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
1,certain,O,certain,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
2,to,O,to,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
3,play,O,play,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
4,on,O,on,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
5,Saturday,O,Saturday,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
6,week,O,week,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
7,",",O,",",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
8,was,O,was,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
9,named,O,named,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
10,in,O,in,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
11,a,O,a,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
12,21-man,O,21-man,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
13,squad,O,squad,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
14,lacking,O,lacking,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
15,only,O,only,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
16,two,O,two,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
17,of,O,of,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
18,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
19,team,O,team,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
20,beaten,O,beaten,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
21,54-21,O,54-21,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
22,by,O,by,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
23,England,B-LOC,England,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
24,at,O,at,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
25,Twickenham,B-LOC,Twickenham,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
26,last,O,last,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
27,month,O,month,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
28,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
29,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
30,Stefano,B-PER,Stefano,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
31,Bordon,I-PER,Bordon,I-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
32,is,O,is,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
33,out,O,out,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
34,through,O,through,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
35,illness,O,illness,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
36,and,O,and,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
37,Coste,B-PER,Coste,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
38,said,O,said,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
39,he,O,he,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
40,had,O,had,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
41,dropped,O,dropped,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
42,back,O,back,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
43,row,O,row,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
44,Corrado,B-PER,Corrado,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
45,Covi,I-PER,Covi,I-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
46,",",O,",",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
47,who,O,who,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
48,had,O,had,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
49,been,O,been,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
50,recalled,O,recalled,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
51,for,O,for,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
52,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
53,England,B-LOC,England,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
54,game,O,game,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
55,after,O,after,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
56,five,O,five,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
57,years,O,years,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
58,out,O,out,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
59,of,O,of,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
60,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
61,national,O,national,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
62,team,O,team,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
63,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
64,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
65,Cuttitta,B-PER,Cuttitta,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
66,announced,O,announced,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
67,his,O,his,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
68,retirement,O,retirement,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
69,after,O,after,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
70,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,^,,,,,,MISSED,25
71,1995,B-MISC,1995,O,SPORTS,TEXT ARTICLE,No,^,BOUNDARY ERROR,,,,,SPURIOUS,79
72,World,I-MISC,World,B-MISC,SPORTS,TEXT ARTICLE,No,^,BOUNDARY ERROR,,,,,BOUNDARY ERROR,135
73,Cup,I-MISC,Cup,I-MISC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
74,",",O,",",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
75,where,O,where,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
76,he,O,he,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
77,took,O,took,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
78,issue,O,issue,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
79,with,O,with,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
80,being,O,being,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
81,dropped,O,dropped,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
82,from,O,from,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
83,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
84,Italy,B-LOC,Italy,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
85,side,O,side,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
86,that,O,that,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
87,faced,O,faced,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
88,England,B-LOC,England,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
89,in,O,in,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
90,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
91,pool,O,pool,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
92,stages,O,stages,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
93,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
94,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
95,Coste,B-PER,Coste,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
96,said,O,said,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
97,he,O,he,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
98,had,O,had,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
99,approached,O,approached,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
0,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
1,player,O,player,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
2,two,O,two,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
3,months,O,months,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
4,ago,O,ago,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
5,about,O,about,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
6,a,O,a,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
7,comeback,O,comeback,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
8,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
9,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
10,"\""",O,"\""",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
11,He,O,He,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
12,ended,O,ended,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
13,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
14,World,B-MISC,World,B-MISC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
15,Cup,I-MISC,Cup,I-MISC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
16,on,O,on,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
17,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
18,wrong,O,wrong,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
19,note,O,note,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
20,",",O,",",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
21,"\""",O,"\""",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
22,Coste,B-PER,Coste,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
23,said,O,said,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
24,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
25,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
26,"\""",O,"\""",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
27,I,O,I,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
28,thought,O,thought,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
29,it,O,it,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
30,would,O,would,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
31,be,O,be,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
32,useful,O,useful,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
33,to,O,to,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
34,have,O,have,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
35,him,O,him,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
36,back,O,back,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
37,and,O,and,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
38,he,O,he,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
39,said,O,said,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
40,he,O,he,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
41,would,O,would,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
42,be,O,be,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
43,available,O,available,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
44,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
45,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
46,I,O,I,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
47,think,O,think,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
48,now,O,now,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
49,is,O,is,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
50,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
51,right,O,right,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
52,time,O,time,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
53,for,O,for,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
54,him,O,him,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
55,to,O,to,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
56,return,O,return,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
57,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
58,"\""",O,"\""",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
59,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
60,Squad,O,Squad,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
61,:,O,:,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
62,Javier,B-PER,Javier,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
63,Pertile,I-PER,Pertile,I-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
64,",",O,",",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
65,Paolo,B-PER,Paolo,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
66,Vaccari,I-PER,Vaccari,I-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
67,",",O,",",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
68,Marcello,B-PER,Marcello,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
69,Cuttitta,I-PER,Cuttitta,I-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
